recipe,xpname,transfection_date,calibration,calibration_diagnostics,n_repeats,best_repeat,network_loaded,architecture,sequestron_type,colors
(R+CasE4x)+(L2CasER4x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE4x)+(L2CasER5x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE4x)+(L2CasER6x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE4x)+(L2CasER8x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE4x)+(L2CasER_Y+B),"2023-01-22_CasE_ALLuORFs,2023-02-16_Matrix","['2023-01-19-19-00', '2023-02-13-10-00']","no,old","[False, False]",2,1,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE5x)+(L2CasER1w_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE5x)+(L2CasER1x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE5x)+(L2CasER2x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE5x)+(L2CasER3x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE5x)+(L2CasER4x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE5x)+(L2CasER5x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE5x)+(L2CasER6x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE5x)+(L2CasER8x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE5x)+(L2CasER_Y+B),"2023-01-22_CasE_ALLuORFs,2023-02-16_Matrix","['2023-01-19-19-00', '2023-02-13-10-00']","no,old","[False, False]",2,1,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE6x)+(L2CasER1w_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE6x)+(L2CasER1x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE6x)+(L2CasER2x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE6x)+(L2CasER3x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE6x)+(L2CasER4x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE6x)+(L2CasER5x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE6x)+(L2CasER6x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE6x)+(L2CasER8x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE6x)+(L2CasER_Y+B),"2023-01-22_CasE_ALLuORFs,2023-02-16_Matrix","['2023-01-19-19-00', '2023-02-13-10-00']","no,old","[False, False]",2,1,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE8x)+(L2CasER1w_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE8x)+(L2CasER1x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE8x)+(L2CasER2x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE8x)+(L2CasER3x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE8x)+(L2CasER4x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE8x)+(L2CasER5x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE8x)+(L2CasER6x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE8x)+(L2CasER8x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
(R+CasE8x)+(L2CasER_Y+B),"2023-01-22_CasE_ALLuORFs,2023-02-16_Matrix","['2023-01-19-19-00', '2023-02-13-10-00']","no,old","[False, False]",2,1,True,single,ERN,"eBFP,eYFP,mKate"
(R+inert)+(L2CasER1w_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,no device,none,"eBFP,eYFP,mKate"
(R+inert)+(L2CasER1x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,no device,none,"eBFP,eYFP,mKate"
(R+inert)+(L2CasER2x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,no device,none,"eBFP,eYFP,mKate"
(R+inert)+(L2CasER3x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,no device,none,"eBFP,eYFP,mKate"
(R+inert)+(L2CasER4x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,no device,none,"eBFP,eYFP,mKate"
(R+inert)+(L2CasER5x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,no device,none,"eBFP,eYFP,mKate"
(R+inert)+(L2CasER6x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,no device,none,"eBFP,eYFP,mKate"
(R+inert)+(L2CasER8x_Y+B),2023-02-16_Matrix,['2023-02-13-10-00'],old,[False],1,0,True,no device,none,"eBFP,eYFP,mKate"
(R+inert)+(L2CasER_Y+B),"2023-01-22_CasE_ALLuORFs,2023-02-16_Matrix","['2023-01-19-19-00', '2023-02-13-10-00']","no,old","[False, False]",2,1,True,no device,none,"eBFP,eYFP,mKate"
(R-NG-L+I)+(C31NLS+B)+(C31NLSRDF+R),2022-12-19_RECOMB_v3_1,['2022-12-17-18-30'],no,[False],1,0,False,unknown,unknown,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
(R-NG-L+I)+(C31p+B)+(C31RDF+R),2022-12-19_RECOMB_v3_1,['2022-12-17-18-30'],no,[False],1,0,True,no device,none,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
(R-NG-L+I)+(C31p+B)+(RDF+R),2022-12-19_RECOMB_v3_1,['2022-12-17-18-30'],no,[False],1,0,True,no device,none,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
(R-invNG-L+I)+(C31NLS+B)+(C31NLSRDF+R),2022-12-19_RECOMB_v3_1,['2022-12-17-18-30'],no,[False],1,0,False,unknown,unknown,
(R-invNG-L+I)+(C31p+B)+(C31RDF+R),2022-12-19_RECOMB_v3_1,['2022-12-17-18-30'],no,[False],1,0,True,no device,none,"iRFP720,mKate,tagBFP"
(R-invNG-L+I)+(C31p+B)+(RDF+R),2022-12-19_RECOMB_v3_1,['2022-12-17-18-30'],no,[False],1,0,False,unknown,unknown,
(R_NG_L)+(B+C31NLSns)+(C31NLS-RDF),2023-03-26_RECOMB_INT_1,['2023-03-23-16-30'],old,[False],1,0,False,unknown,unknown,
(R_NG_L)+(B+C31NLSns)+(C31NLS-RDFNLSns),2023-03-26_RECOMB_INT_1,['2023-03-23-16-30'],old,[False],1,0,False,unknown,unknown,
(R_NG_L)+(B+C31NLSns)+(R+Inert),2023-03-26_RECOMB_INT_1,['2023-03-23-16-30'],old,[False],1,0,False,unknown,unknown,
(R_NG_L)+(B+Inert)+(R+C31NLS-RDF),2023-03-26_RECOMB_INT_1,['2023-03-23-16-30'],old,[False],1,0,False,unknown,unknown,
(R_NG_L)+(B+Inert)+(R+C31NLS-RDFNLSns),2023-03-26_RECOMB_INT_1,['2023-03-23-16-30'],old,[False],1,0,False,unknown,unknown,
(R_iNG_L)+(B+C31NLSns)+(C31NLS-RDF),2023-03-26_RECOMB_INT_1,['2023-03-23-16-30'],old,[False],1,0,False,unknown,unknown,
(R_iNG_L)+(B+C31NLSns)+(C31NLS-RDFNLSns),2023-03-26_RECOMB_INT_1,['2023-03-23-16-30'],old,[False],1,0,False,unknown,unknown,
(R_iNG_L)+(B+C31NLSns)+(R+Inert),2023-03-26_RECOMB_INT_1,['2023-03-23-16-30'],old,[False],1,0,False,unknown,unknown,
(R_iNG_L)+(B+Inert)+(R+C31NLS-RDF),2023-03-26_RECOMB_INT_1,['2023-03-23-16-30'],old,[False],1,0,False,unknown,unknown,
(R_iNG_L)+(B+Inert)+(R+C31NLS-RDFNLSns),2023-03-26_RECOMB_INT_1,['2023-03-23-16-30'],old,[False],1,0,False,unknown,unknown,
05CasE+out,E20221012A_massCtrls,['2022-10-10'],no,[False],1,0,False,unknown,unknown,
05out+CasE,E20221012A_massCtrls,['2022-10-10'],no,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
1000ngBYR,"2022-12-5_11,3a,30_ngDNA_ng",['2022-12-02-11-30'],no,[False],1,0,False,unknown,unknown,
100R+102i+(1:1:1; 122+123+103),E20221206A_ERNbandpassV3,['2022-12-06'],no,[False],1,0,False,unknown,unknown,
100ngBYR,"2022-12-5_11,3a,30_ngDNA_ng",['2022-12-02-11-30'],no,[False],1,0,False,unknown,unknown,
103+100R+102i,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
103+101+iY,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
103+101R,E20221206A_ERNbandpassV3,['2022-12-06'],no,[False],1,0,False,unknown,unknown,
103+101R+101i,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
103+103i+101R,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
103i+107+101R,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
104+100R+101i,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
104+102+iY,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
104+102R,E20221206A_ERNbandpassV3,['2022-12-06'],no,[False],1,0,False,unknown,unknown,
104+102R+102I,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
104+104i+102R,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,"eYFPG5A,iRFP720,mKate,tagBFP"
104i+106+102R,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
105+100+iY,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
105+100R,E20221206A_ERNbandpassV3,['2022-12-06'],no,[False],1,0,False,unknown,unknown,"eYFPG5A,mKate,tagBFP"
105+116+101i,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
105+117+102i,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
105+119+102i,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
105+73i+100R,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
106+102+iY,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
106+102R,E20221206A_ERNbandpassV3,['2022-12-06'],no,[False],1,0,False,unknown,unknown,
107+101+iY,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
107+101R,E20221206A_ERNbandpassV3,['2022-12-06'],no,[False],1,0,False,unknown,unknown,
108+100+102i,E20221206A_ERNbandpassV3,['2022-12-06'],no,[False],1,0,False,unknown,unknown,
109+100+101i,E20221206A_ERNbandpassV3,['2022-12-06'],no,[False],1,0,False,unknown,unknown,
110+100+102i,E20221206A_ERNbandpassV3,['2022-12-06'],no,[False],1,0,False,unknown,unknown,
1wCasER_Csy4,"2023-03-19_CascadesV2,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-01_Cascades_CCv4","['2023-01-19-19-00', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,True,cascade,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
1wCasER_Pgu,"2023-04-18_Constraints_PguCascades,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-10_Cascades_CCv4_2","['2023-04-15-16-30', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,
1wCsy4R_CasE,"2023-03-19_CascadesV2,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-01_Cascades_CCv4","['2023-01-19-19-00', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,True,cascade,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
1wCsy4R_Pgu,"2023-04-18_Constraints_PguCascades,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-10_Cascades_CCv4_2","['2023-04-15-16-30', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,
1wI,2023-08-25_iRFP720_tests,['x'],no,[False],1,0,False,unknown,unknown,
1wIB,2023-08-25_iRFP720_tests,['x'],no,[False],1,0,False,unknown,unknown,
1wPgu,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,tagBFP"
1w_Y+B,2022-11-10_uORFs_and_company,['2022-11-07'],old,[False],1,0,True,no device,none,"eBFP,eYFP"
1xCasER_Csy4,"2023-03-19_CascadesV2,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-01_Cascades_CCv4","['2023-01-19-19-00', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,
1xCasER_Pgu,"2023-04-18_Constraints_PguCascades,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-10_Cascades_CCv4_2","['2023-04-15-16-30', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,
1xCsy4R_CasE,"2023-03-19_CascadesV2,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-01_Cascades_CCv4","['2023-01-19-19-00', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,
1xCsy4R_Pgu,"2023-04-18_Constraints_PguCascades,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-10_Cascades_CCv4_2","['2023-04-15-16-30', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
1xI,2023-08-25_iRFP720_tests,['x'],no,[False],1,0,False,unknown,unknown,
1xIB,2023-08-25_iRFP720_tests,['x'],no,[False],1,0,False,unknown,unknown,
1xPgu,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,tagBFP"
1x_Y+B,2022-11-10_uORFs_and_company,['2022-11-07'],old,[False],1,0,True,no device,none,"eBFP,eYFP"
200ngBYR,"2022-12-5_11,3a,30_ngDNA_ng",['2022-12-02-11-30'],no,[False],1,0,False,unknown,unknown,
2ERN_sum_CasE_Csy4_1_1,2023-04-03_Constraints_Pgu_Bleedthrough,['2023-03-31-04-30'],old,[False],1,0,True,dual region,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
2ERN_sum_CasE_Csy4_1_10,2023-04-03_Constraints_Pgu_Bleedthrough,['2023-03-31-04-30'],old,[False],1,0,True,dual region,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
2ERN_sum_CasE_Csy4_1_100,2023-04-03_Constraints_Pgu_Bleedthrough,['2023-03-31-04-30'],old,[False],1,0,True,dual region,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
2ERN_sum_CasE_Csy4_1_2,2023-04-03_Constraints_Pgu_Bleedthrough,['2023-03-31-04-30'],old,[False],1,0,True,dual region,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
2ERN_sum_CasE_Csy4_1_5,2023-04-03_Constraints_Pgu_Bleedthrough,['2023-03-31-04-30'],old,[False],1,0,True,dual region,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
2ERN_sum_CasE_Csy4_1_50,2023-04-03_Constraints_Pgu_Bleedthrough,['2023-03-31-04-30'],old,[False],1,0,True,dual region,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
2ERN_sum_Csy4_CasE_1_1,2023-04-03_Constraints_Pgu_Bleedthrough,['2023-03-31-04-30'],old,[False],1,0,True,dual region,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
2ERN_sum_Csy4_CasE_1_10,2023-04-03_Constraints_Pgu_Bleedthrough,['2023-03-31-04-30'],old,[False],1,0,True,dual region,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
2ERN_sum_Csy4_CasE_1_100,2023-04-03_Constraints_Pgu_Bleedthrough,['2023-03-31-04-30'],old,[False],1,0,True,dual region,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
2ERN_sum_Csy4_CasE_1_2,2023-04-03_Constraints_Pgu_Bleedthrough,['2023-03-31-04-30'],old,[False],1,0,True,dual region,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
2ERN_sum_Csy4_CasE_1_5,2023-04-03_Constraints_Pgu_Bleedthrough,['2023-03-31-04-30'],old,[False],1,0,True,dual region,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
2ERN_sum_Csy4_CasE_1_50,2023-04-03_Constraints_Pgu_Bleedthrough,['2023-03-31-04-30'],old,[False],1,0,True,dual region,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
2xCasER_Csy4,"2023-03-19_CascadesV2,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-01_Cascades_CCv4","['2023-01-19-19-00', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,True,cascade,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
2xCasER_Pgu,"2023-04-18_Constraints_PguCascades,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-10_Cascades_CCv4_2","['2023-04-15-16-30', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
2xCsy4R_CasE,"2023-03-19_CascadesV2,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-01_Cascades_CCv4","['2023-01-19-19-00', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,True,cascade,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
2xCsy4R_Pgu,"2023-04-18_Constraints_PguCascades,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-10_Cascades_CCv4_2","['2023-04-15-16-30', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
2xI,2023-08-25_iRFP720_tests,['x'],no,[False],1,0,False,unknown,unknown,
2xIB,2023-08-25_iRFP720_tests,['x'],no,[False],1,0,False,unknown,unknown,
2xPgu,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,tagBFP"
2x_Y+B,2022-11-10_uORFs_and_company,['2022-11-07'],old,[False],1,0,True,no device,none,"eBFP,eYFP"
300ngBYR,"2022-12-5_11,3a,30_ngDNA_ng",['2022-12-02-11-30'],no,[False],1,0,False,unknown,unknown,
33+10,E20221012A_massCtrls,['2022-10-10'],no,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
34+10,E20221012A_massCtrls,['2022-10-10'],no,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
35+10,E20221012A_massCtrls,['2022-10-10'],no,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
36+10,E20221012A_massCtrls,['2022-10-10'],no,[False],1,0,False,unknown,unknown,
37+10,E20221012A_massCtrls,['2022-10-10'],no,[False],1,0,False,unknown,unknown,
38+10,E20221012A_massCtrls,['2022-10-10'],no,[False],1,0,False,unknown,unknown,
39+10,E20221012A_massCtrls,['2022-10-10'],no,[False],1,0,False,unknown,unknown,
3xCasER_Csy4,"2023-03-19_CascadesV2,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-01_Cascades_CCv4","['2023-01-19-19-00', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,
3xCasER_Pgu,"2023-04-18_Constraints_PguCascades,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-10_Cascades_CCv4_2","['2023-04-15-16-30', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
3xCsy4R_CasE,"2023-03-19_CascadesV2,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-01_Cascades_CCv4","['2023-01-19-19-00', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,
3xCsy4R_Pgu,"2023-04-18_Constraints_PguCascades,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-10_Cascades_CCv4_2","['2023-04-15-16-30', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
3xI,2023-08-25_iRFP720_tests,['x'],no,[False],1,0,False,unknown,unknown,
3xIB,2023-08-25_iRFP720_tests,['x'],no,[False],1,0,False,unknown,unknown,
3xPgu,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,tagBFP"
3x_Y+B,2022-11-10_uORFs_and_company,['2022-11-07'],old,[False],1,0,True,no device,none,"eBFP,eYFP"
40+10,E20221012A_massCtrls,['2022-10-10'],no,[False],1,0,True,no device,none,"eBFP,eYFP,mKate"
400ngBYR,"2022-12-5_11,3a,30_ngDNA_ng",['2022-12-02-11-30'],no,[False],1,0,False,unknown,unknown,
41+10,E20221012A_massCtrls,['2022-10-10'],no,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
42+10,E20221012A_massCtrls,['2022-10-10'],no,[False],1,0,False,unknown,unknown,
43+10,E20221012A_massCtrls,['2022-10-10'],no,[False],1,0,False,unknown,unknown,
4xCasER_Csy4,"2023-03-19_CascadesV2,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-01_Cascades_CCv4","['2023-01-19-19-00', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,
4xCasER_Pgu,"2023-04-18_Constraints_PguCascades,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-10_Cascades_CCv4_2","['2023-04-15-16-30', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
4xCsy4R_CasE,"2023-03-19_CascadesV2,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-01_Cascades_CCv4","['2023-01-19-19-00', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,
